subject,predicate,object
n630dbcfd8f394cab9309f792f0907fb7b103,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b122,http://www.w3.org/ns/r2rml#column,user_id
n630dbcfd8f394cab9309f792f0907fb7b74,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b90,http://www.w3.org/ns/r2rml#column,applied
n630dbcfd8f394cab9309f792f0907fb7b222,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
urn:MAPPING-ID12,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TriplesMap
n630dbcfd8f394cab9309f792f0907fb7b122,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b17,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b18
n630dbcfd8f394cab9309f792f0907fb7b199,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b55,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
n630dbcfd8f394cab9309f792f0907fb7b58,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/auth_group_permissions/id={auth_group_permissions_id}
urn:MAPPING-ID20,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b153
n630dbcfd8f394cab9309f792f0907fb7b111,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
urn:MAPPING-ID4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TriplesMap
n630dbcfd8f394cab9309f792f0907fb7b103,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b162,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b229,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b209,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b197,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b146,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b122,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b220,http://www.w3.org/ns/r2rml#column,llm_name
n630dbcfd8f394cab9309f792f0907fb7b239,http://www.w3.org/ns/r2rml#sqlQuery,"SELECT `authentication_userrole`.`id` AS `authentication_userrole_id`, `authentication_role`.`id` AS `authentication_role_id` FROM `authentication_userrole`, `authentication_role` WHERE `authentication_userrole`.`role_id` = `authentication_role`.`id`"
urn:MAPPING-ID25,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b194
n630dbcfd8f394cab9309f792f0907fb7b197,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b70,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#integer
urn:MAPPING-ID14,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b112
urn:MAPPING-ID8,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b56
n630dbcfd8f394cab9309f792f0907fb7b36,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b199,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b168,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
n630dbcfd8f394cab9309f792f0907fb7b229,http://www.w3.org/ns/r2rml#class,http://example.org/mappingdata/authentication_llminventory
urn:MAPPING-ID24,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TriplesMap
n630dbcfd8f394cab9309f792f0907fb7b142,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b206,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/authentication_userpreferences/id={authentication_userpreferences_id}
urn:MAPPING-ID9,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b59
urn:MAPPING-ID18,http://www.w3.org/ns/r2rml#subjectMap,n630dbcfd8f394cab9309f792f0907fb7b143
n630dbcfd8f394cab9309f792f0907fb7b52,http://www.w3.org/ns/r2rml#class,http://example.org/mappingdata/auth_group_permissions
n630dbcfd8f394cab9309f792f0907fb7b208,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/authentication_userpreferences#ref-user_id
n630dbcfd8f394cab9309f792f0907fb7b163,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/authentication_user#created_at
urn:MAPPING-ID5,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b34
n630dbcfd8f394cab9309f792f0907fb7b226,http://www.w3.org/ns/r2rml#column,parameters
n630dbcfd8f394cab9309f792f0907fb7b25,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/auth_permission/id={auth_permission_id}
n630dbcfd8f394cab9309f792f0907fb7b93,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b34,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/authentication_chathistory#id
n630dbcfd8f394cab9309f792f0907fb7b80,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
urn:MAPPING-ID19,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b149
urn:MAPPING-ID7,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b51
n630dbcfd8f394cab9309f792f0907fb7b216,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b245,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b246
n630dbcfd8f394cab9309f792f0907fb7b230,http://www.w3.org/ns/r2rml#sqlQuery,SELECT * FROM `authentication_llminventory`
n630dbcfd8f394cab9309f792f0907fb7b140,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
urn:MAPPING-ID23,http://www.w3.org/ns/r2rml#subjectMap,n630dbcfd8f394cab9309f792f0907fb7b185
n630dbcfd8f394cab9309f792f0907fb7b227,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b228
n630dbcfd8f394cab9309f792f0907fb7b85,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
n630dbcfd8f394cab9309f792f0907fb7b212,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b24,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#SubjectMap
n630dbcfd8f394cab9309f792f0907fb7b131,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
n630dbcfd8f394cab9309f792f0907fb7b235,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b207,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#SubjectMap
n630dbcfd8f394cab9309f792f0907fb7b23,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
urn:MAPPING-ID3,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b23
n630dbcfd8f394cab9309f792f0907fb7b235,http://www.w3.org/ns/r2rml#column,user_id
n630dbcfd8f394cab9309f792f0907fb7b107,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b183,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#integer
n630dbcfd8f394cab9309f792f0907fb7b175,http://www.w3.org/ns/r2rml#class,http://example.org/mappingdata/django_session
n630dbcfd8f394cab9309f792f0907fb7b83,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b231,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b173,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/django_session#expire_date
n630dbcfd8f394cab9309f792f0907fb7b53,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/auth_group_permissions/id={auth_group_permissions_id}
n630dbcfd8f394cab9309f792f0907fb7b217,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b218
urn:MAPPING-ID4,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b28
n630dbcfd8f394cab9309f792f0907fb7b37,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#dateTime
n630dbcfd8f394cab9309f792f0907fb7b62,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b163,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b63,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b64
n630dbcfd8f394cab9309f792f0907fb7b181,http://www.w3.org/ns/r2rml#column,permission_id
urn:MAPPING-ID31,http://www.w3.org/ns/r2rml#subjectMap,n630dbcfd8f394cab9309f792f0907fb7b240
n630dbcfd8f394cab9309f792f0907fb7b105,http://www.w3.org/ns/r2rml#column,id
urn:MAPPING-ID1,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b6
n630dbcfd8f394cab9309f792f0907fb7b68,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b165,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b88,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b62,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b176,http://www.w3.org/ns/r2rml#sqlQuery,SELECT * FROM `django_session`
n630dbcfd8f394cab9309f792f0907fb7b97,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/auth_user/id={id}
n630dbcfd8f394cab9309f792f0907fb7b35,http://www.w3.org/ns/r2rml#column,id
n630dbcfd8f394cab9309f792f0907fb7b9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
urn:MAPPING-ID3,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b15
n630dbcfd8f394cab9309f792f0907fb7b123,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b6,http://www.w3.org/ns/r2rml#sqlQuery,SELECT * FROM `auth_group`
n630dbcfd8f394cab9309f792f0907fb7b234,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b235
n630dbcfd8f394cab9309f792f0907fb7b170,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#string
n630dbcfd8f394cab9309f792f0907fb7b97,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b55,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b79,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b80
n630dbcfd8f394cab9309f792f0907fb7b82,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/django_admin_log/id={django_admin_log_id}
n630dbcfd8f394cab9309f792f0907fb7b90,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b190,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
urn:MAPPING-ID28,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b211
n630dbcfd8f394cab9309f792f0907fb7b239,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
n630dbcfd8f394cab9309f792f0907fb7b16,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#integer
urn:MAPPING-ID30,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b238
n630dbcfd8f394cab9309f792f0907fb7b147,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
n630dbcfd8f394cab9309f792f0907fb7b226,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b225,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
urn:MAPPING-ID22,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b180
n630dbcfd8f394cab9309f792f0907fb7b212,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#integer
urn:MAPPING-ID15,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TriplesMap
n630dbcfd8f394cab9309f792f0907fb7b172,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b48,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b180,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/auth_user_user_permissions#permission_id
n630dbcfd8f394cab9309f792f0907fb7b90,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
urn:MAPPING-ID6,http://www.w3.org/ns/r2rml#subjectMap,n630dbcfd8f394cab9309f792f0907fb7b42
n630dbcfd8f394cab9309f792f0907fb7b201,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b196,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b197
n630dbcfd8f394cab9309f792f0907fb7b235,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#integer
urn:MAPPING-ID21,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b169
urn:MAPPING-ID1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TriplesMap
n630dbcfd8f394cab9309f792f0907fb7b97,http://www.w3.org/ns/r2rml#class,http://example.org/mappingdata/auth_user
n630dbcfd8f394cab9309f792f0907fb7b167,http://www.w3.org/ns/r2rml#sqlQuery,SELECT * FROM `authentication_user`
n630dbcfd8f394cab9309f792f0907fb7b201,http://www.w3.org/ns/r2rml#column,user_id
n630dbcfd8f394cab9309f792f0907fb7b124,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b129,http://www.w3.org/ns/r2rml#sqlQuery,SELECT * FROM `authentication_llmchat`
n630dbcfd8f394cab9309f792f0907fb7b137,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
urn:MAPPING-ID27,http://www.w3.org/ns/r2rml#subjectMap,n630dbcfd8f394cab9309f792f0907fb7b207
n630dbcfd8f394cab9309f792f0907fb7b194,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b195
n630dbcfd8f394cab9309f792f0907fb7b40,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
n630dbcfd8f394cab9309f792f0907fb7b66,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#integer
n630dbcfd8f394cab9309f792f0907fb7b22,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#string
n630dbcfd8f394cab9309f792f0907fb7b64,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#string
n630dbcfd8f394cab9309f792f0907fb7b21,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/auth_permission#codename
n630dbcfd8f394cab9309f792f0907fb7b22,http://www.w3.org/ns/r2rml#column,codename
n630dbcfd8f394cab9309f792f0907fb7b130,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
n630dbcfd8f394cab9309f792f0907fb7b111,http://www.w3.org/ns/r2rml#column,username
n630dbcfd8f394cab9309f792f0907fb7b228,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b113,http://www.w3.org/ns/r2rml#column,date_joined
n630dbcfd8f394cab9309f792f0907fb7b68,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#integer
n630dbcfd8f394cab9309f792f0907fb7b177,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
n630dbcfd8f394cab9309f792f0907fb7b10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
urn:MAPPING-ID21,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b173
n630dbcfd8f394cab9309f792f0907fb7b93,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b94
n630dbcfd8f394cab9309f792f0907fb7b82,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
n630dbcfd8f394cab9309f792f0907fb7b227,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b238,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
n630dbcfd8f394cab9309f792f0907fb7b240,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
n630dbcfd8f394cab9309f792f0907fb7b136,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#SubjectMap
n630dbcfd8f394cab9309f792f0907fb7b27,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
n630dbcfd8f394cab9309f792f0907fb7b183,http://www.w3.org/ns/r2rml#column,id
n630dbcfd8f394cab9309f792f0907fb7b237,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b45,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b202,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
n630dbcfd8f394cab9309f792f0907fb7b117,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b209,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
n630dbcfd8f394cab9309f792f0907fb7b80,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
urn:MAPPING-ID2,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b13
n630dbcfd8f394cab9309f792f0907fb7b143,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/auth_user_groups/id={auth_user_groups_id}
n630dbcfd8f394cab9309f792f0907fb7b118,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/auth_user#email
n630dbcfd8f394cab9309f792f0907fb7b101,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#boolean
n630dbcfd8f394cab9309f792f0907fb7b61,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/django_admin_log#object_id
n630dbcfd8f394cab9309f792f0907fb7b114,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b185,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
n630dbcfd8f394cab9309f792f0907fb7b70,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b21,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b22
n630dbcfd8f394cab9309f792f0907fb7b237,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b70,http://www.w3.org/ns/r2rml#column,content_type_id
n630dbcfd8f394cab9309f792f0907fb7b149,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/auth_user_groups#ref-user_id
n630dbcfd8f394cab9309f792f0907fb7b183,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b128,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b208,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b99,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b49,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b74,http://www.w3.org/ns/r2rml#column,change_message
n630dbcfd8f394cab9309f792f0907fb7b242,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
n630dbcfd8f394cab9309f792f0907fb7b170,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b175,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#SubjectMap
n630dbcfd8f394cab9309f792f0907fb7b183,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b182,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/auth_user_user_permissions#id
urn:MAPPING-ID23,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b188
n630dbcfd8f394cab9309f792f0907fb7b94,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b100,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b214,http://www.w3.org/ns/r2rml#column,role_name
n630dbcfd8f394cab9309f792f0907fb7b77,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
urn:MAPPING-ID24,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b191
n630dbcfd8f394cab9309f792f0907fb7b210,http://www.w3.org/ns/r2rml#sqlQuery,"SELECT `authentication_userpreferences`.`id` AS `authentication_userpreferences_id`, `authentication_user`.`id` AS `authentication_user_id` FROM `authentication_userpreferences`, `authentication_user` WHERE `authentication_userpreferences`.`user_id` = `authentication_user`.`id`"
n630dbcfd8f394cab9309f792f0907fb7b128,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
urn:MAPPING-ID10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TriplesMap
n630dbcfd8f394cab9309f792f0907fb7b95,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#SubjectMap
n630dbcfd8f394cab9309f792f0907fb7b78,http://www.w3.org/ns/r2rml#class,http://example.org/mappingdata/django_admin_log
n630dbcfd8f394cab9309f792f0907fb7b207,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/authentication_userpreferences/id={authentication_userpreferences_id}
n630dbcfd8f394cab9309f792f0907fb7b241,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/authentication_userrole#ref-role_id
n630dbcfd8f394cab9309f792f0907fb7b156,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b88,http://www.w3.org/ns/r2rml#column,id
n630dbcfd8f394cab9309f792f0907fb7b87,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b186,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/auth_user_user_permissions#ref-permission_id
urn:MAPPING-ID14,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b120
n630dbcfd8f394cab9309f792f0907fb7b22,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b74,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
