subject,predicate,object
n630dbcfd8f394cab9309f792f0907fb7b53,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#SubjectMap
n630dbcfd8f394cab9309f792f0907fb7b5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b39,http://www.w3.org/ns/r2rml#column,prompt
n630dbcfd8f394cab9309f792f0907fb7b116,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b202,http://www.w3.org/ns/r2rml#sqlQuery,SELECT * FROM `authentication_userpreferences`
n630dbcfd8f394cab9309f792f0907fb7b45,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b46
n630dbcfd8f394cab9309f792f0907fb7b153,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b154
n630dbcfd8f394cab9309f792f0907fb7b21,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b178,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b179
n630dbcfd8f394cab9309f792f0907fb7b179,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#integer
urn:MAPPING-ID19,http://www.w3.org/ns/r2rml#subjectMap,n630dbcfd8f394cab9309f792f0907fb7b147
n630dbcfd8f394cab9309f792f0907fb7b233,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b104,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b58,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
urn:MAPPING-ID11,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b81
n630dbcfd8f394cab9309f792f0907fb7b76,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#integer
n630dbcfd8f394cab9309f792f0907fb7b103,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b33,http://www.w3.org/ns/r2rml#column,llm_chat_id
n630dbcfd8f394cab9309f792f0907fb7b64,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b209,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b194,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b7,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/django_content_type#id
n630dbcfd8f394cab9309f792f0907fb7b146,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b9,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/django_content_type#app_label
n630dbcfd8f394cab9309f792f0907fb7b122,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b43,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b44
n630dbcfd8f394cab9309f792f0907fb7b218,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#integer
n630dbcfd8f394cab9309f792f0907fb7b198,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/authentication_userpreferences#id
n630dbcfd8f394cab9309f792f0907fb7b89,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b90
n630dbcfd8f394cab9309f792f0907fb7b136,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/auth_user_groups/id={id}
urn:MAPPING-ID25,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b198
n630dbcfd8f394cab9309f792f0907fb7b172,http://www.w3.org/ns/r2rml#column,session_data
n630dbcfd8f394cab9309f792f0907fb7b130,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
urn:MAPPING-ID28,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b213
n630dbcfd8f394cab9309f792f0907fb7b212,http://www.w3.org/ns/r2rml#column,id
n630dbcfd8f394cab9309f792f0907fb7b17,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/auth_permission#name
n630dbcfd8f394cab9309f792f0907fb7b47,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b4,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#integer
n630dbcfd8f394cab9309f792f0907fb7b94,http://www.w3.org/ns/r2rml#column,name
n630dbcfd8f394cab9309f792f0907fb7b151,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b152
urn:MAPPING-ID10,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b67
n630dbcfd8f394cab9309f792f0907fb7b78,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/django_admin_log/id={id}
n630dbcfd8f394cab9309f792f0907fb7b98,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/auth_user#last_login
n630dbcfd8f394cab9309f792f0907fb7b165,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b166
n630dbcfd8f394cab9309f792f0907fb7b222,http://www.w3.org/ns/r2rml#column,endpoint
n630dbcfd8f394cab9309f792f0907fb7b82,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b211,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/authentication_role#id
n630dbcfd8f394cab9309f792f0907fb7b42,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b240,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b159,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b160
n630dbcfd8f394cab9309f792f0907fb7b86,http://www.w3.org/ns/r2rml#sqlQuery,"SELECT `django_admin_log`.`id` AS `django_admin_log_id`, `django_content_type`.`id` AS `django_content_type_id` FROM `django_admin_log`, `django_content_type` WHERE `django_admin_log`.`content_type_id` = `django_content_type`.`id`"
n630dbcfd8f394cab9309f792f0907fb7b152,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#string
n630dbcfd8f394cab9309f792f0907fb7b115,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b80,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b102,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b103
n630dbcfd8f394cab9309f792f0907fb7b118,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b140,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
urn:MAPPING-ID7,http://www.w3.org/ns/r2rml#subjectMap,n630dbcfd8f394cab9309f792f0907fb7b52
urn:MAPPING-ID7,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TriplesMap
n630dbcfd8f394cab9309f792f0907fb7b151,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b198,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b158,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b212,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b11,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b12
n630dbcfd8f394cab9309f792f0907fb7b24,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
n630dbcfd8f394cab9309f792f0907fb7b134,http://www.w3.org/ns/r2rml#sqlQuery,"SELECT `authentication_llmchat`.`id` AS `authentication_llmchat_id`, `authentication_user`.`id` AS `authentication_user_id` FROM `authentication_llmchat`, `authentication_user` WHERE `authentication_llmchat`.`user_id` = `authentication_user`.`id`"
n630dbcfd8f394cab9309f792f0907fb7b12,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#string
n630dbcfd8f394cab9309f792f0907fb7b15,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b106,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/auth_user#last_name
n630dbcfd8f394cab9309f792f0907fb7b235,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
urn:MAPPING-ID28,http://www.w3.org/ns/r2rml#subjectMap,n630dbcfd8f394cab9309f792f0907fb7b216
n630dbcfd8f394cab9309f792f0907fb7b240,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/authentication_userrole/id={authentication_userrole_id}
n630dbcfd8f394cab9309f792f0907fb7b123,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b124
n630dbcfd8f394cab9309f792f0907fb7b161,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/authentication_user#first_name
urn:MAPPING-ID16,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b134
n630dbcfd8f394cab9309f792f0907fb7b14,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/django_content_type/id={id}
n630dbcfd8f394cab9309f792f0907fb7b46,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#integer
n630dbcfd8f394cab9309f792f0907fb7b178,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/auth_user_user_permissions#user_id
n630dbcfd8f394cab9309f792f0907fb7b184,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
n630dbcfd8f394cab9309f792f0907fb7b220,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b138,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b51,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
n630dbcfd8f394cab9309f792f0907fb7b1,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b2
urn:MAPPING-ID11,http://www.w3.org/ns/r2rml#subjectMap,n630dbcfd8f394cab9309f792f0907fb7b82
n630dbcfd8f394cab9309f792f0907fb7b27,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/django_content_type/id={django_content_type_id}
urn:MAPPING-ID31,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b241
n630dbcfd8f394cab9309f792f0907fb7b231,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#SubjectMap
n630dbcfd8f394cab9309f792f0907fb7b18,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#string
urn:MAPPING-ID22,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b182
n630dbcfd8f394cab9309f792f0907fb7b143,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#SubjectMap
n630dbcfd8f394cab9309f792f0907fb7b109,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
urn:MAPPING-ID1,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b3
urn:MAPPING-ID31,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b239
n630dbcfd8f394cab9309f792f0907fb7b20,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#integer
n630dbcfd8f394cab9309f792f0907fb7b225,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b226
n630dbcfd8f394cab9309f792f0907fb7b205,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b137,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b138
n630dbcfd8f394cab9309f792f0907fb7b60,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b107,http://www.w3.org/ns/r2rml#column,last_name
n630dbcfd8f394cab9309f792f0907fb7b189,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b190
n630dbcfd8f394cab9309f792f0907fb7b162,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#string
n630dbcfd8f394cab9309f792f0907fb7b52,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
urn:MAPPING-ID9,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b57
urn:MAPPING-ID13,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b89
n630dbcfd8f394cab9309f792f0907fb7b133,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/authentication_user/id={authentication_user_id}
n630dbcfd8f394cab9309f792f0907fb7b168,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#SubjectMap
n630dbcfd8f394cab9309f792f0907fb7b96,http://www.w3.org/ns/r2rml#sqlQuery,SELECT * FROM `django_migrations`
n630dbcfd8f394cab9309f792f0907fb7b190,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b177,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/auth_user_user_permissions/id={id}
n630dbcfd8f394cab9309f792f0907fb7b97,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#SubjectMap
n630dbcfd8f394cab9309f792f0907fb7b29,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
n630dbcfd8f394cab9309f792f0907fb7b158,http://www.w3.org/ns/r2rml#column,last_name
n630dbcfd8f394cab9309f792f0907fb7b168,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/authentication_user/id={id}
n630dbcfd8f394cab9309f792f0907fb7b218,http://www.w3.org/ns/r2rml#column,id
n630dbcfd8f394cab9309f792f0907fb7b57,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
n630dbcfd8f394cab9309f792f0907fb7b87,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/django_migrations#id
n630dbcfd8f394cab9309f792f0907fb7b189,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b80,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/auth_user/id={auth_user_id}
n630dbcfd8f394cab9309f792f0907fb7b210,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
n630dbcfd8f394cab9309f792f0907fb7b90,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b201,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b13,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
urn:MAPPING-ID21,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TriplesMap
n630dbcfd8f394cab9309f792f0907fb7b219,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b220
n630dbcfd8f394cab9309f792f0907fb7b4,http://www.w3.org/ns/r2rml#column,id
n630dbcfd8f394cab9309f792f0907fb7b31,http://www.w3.org/ns/r2rml#column,response
n630dbcfd8f394cab9309f792f0907fb7b223,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b49,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b50
n630dbcfd8f394cab9309f792f0907fb7b233,http://www.w3.org/ns/r2rml#column,role_id
n630dbcfd8f394cab9309f792f0907fb7b193,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
n630dbcfd8f394cab9309f792f0907fb7b119,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b131,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#SubjectMap
n630dbcfd8f394cab9309f792f0907fb7b119,http://www.w3.org/ns/r2rml#column,email
n630dbcfd8f394cab9309f792f0907fb7b179,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b43,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b67,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b68
n630dbcfd8f394cab9309f792f0907fb7b78,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#SubjectMap
n630dbcfd8f394cab9309f792f0907fb7b12,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
urn:MAPPING-ID30,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b236
n630dbcfd8f394cab9309f792f0907fb7b101,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b90,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#dateTime
n630dbcfd8f394cab9309f792f0907fb7b118,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b119
n630dbcfd8f394cab9309f792f0907fb7b10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
urn:MAPPING-ID17,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b135
n630dbcfd8f394cab9309f792f0907fb7b179,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b166,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b10,http://www.w3.org/ns/r2rml#column,app_label
n630dbcfd8f394cab9309f792f0907fb7b61,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b62
n630dbcfd8f394cab9309f792f0907fb7b86,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
n630dbcfd8f394cab9309f792f0907fb7b126,http://www.w3.org/ns/r2rml#column,chat_title
n630dbcfd8f394cab9309f792f0907fb7b213,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b211,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
urn:MAPPING-ID29,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b221
urn:MAPPING-ID28,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b215
n630dbcfd8f394cab9309f792f0907fb7b41,http://www.w3.org/ns/r2rml#sqlQuery,"SELECT `authentication_chathistory`.`id` AS `authentication_chathistory_id`, `authentication_llmchat`.`id` AS `authentication_llmchat_id` FROM `authentication_chathistory`, `authentication_llmchat` WHERE `authentication_chathistory`.`llm_chat_id` = `authentication_llmchat`.`id`"
n630dbcfd8f394cab9309f792f0907fb7b3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b181,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b161,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b151,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/authentication_user#email
n630dbcfd8f394cab9309f792f0907fb7b46,http://www.w3.org/ns/r2rml#column,id
n630dbcfd8f394cab9309f792f0907fb7b101,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b72,http://www.w3.org/ns/r2rml#column,action_time
n630dbcfd8f394cab9309f792f0907fb7b55,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/auth_group/id={auth_group_id}
n630dbcfd8f394cab9309f792f0907fb7b113,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b44,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/authentication_llmchat/id={authentication_llmchat_id}
urn:MAPPING-ID30,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b232
n630dbcfd8f394cab9309f792f0907fb7b1,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/auth_group#name
urn:MAPPING-ID10,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b71
n630dbcfd8f394cab9309f792f0907fb7b18,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b158,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#string
urn:MAPPING-ID10,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b63
urn:MAPPING-ID18,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b145
n630dbcfd8f394cab9309f792f0907fb7b126,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b63,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/django_admin_log#object_repr
n630dbcfd8f394cab9309f792f0907fb7b190,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/auth_user/id={auth_user_id}
n630dbcfd8f394cab9309f792f0907fb7b237,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b91,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b92
n630dbcfd8f394cab9309f792f0907fb7b113,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
urn:MAPPING-ID6,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b43
n630dbcfd8f394cab9309f792f0907fb7b162,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b192,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/auth_user_user_permissions/id={auth_user_user_permissions_id}
n630dbcfd8f394cab9309f792f0907fb7b18,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
urn:MAPPING-ID3,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b21
urn:MAPPING-ID14,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b110
n630dbcfd8f394cab9309f792f0907fb7b135,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
n630dbcfd8f394cab9309f792f0907fb7b147,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#SubjectMap
urn:MAPPING-ID19,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b148
n630dbcfd8f394cab9309f792f0907fb7b98,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b137,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/auth_user_groups#group_id
n630dbcfd8f394cab9309f792f0907fb7b16,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b187,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/auth_permission/id={auth_permission_id}
urn:MAPPING-ID14,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b104
n630dbcfd8f394cab9309f792f0907fb7b120,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
n630dbcfd8f394cab9309f792f0907fb7b128,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b166,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#boolean
